,STATE,Year of Data,Total Revenue from Federal Sources
68873,38,12,4013
68874,38,12,55577
68875,38,12,77
68876,38,12,2912
68877,38,12,2793
68878,38,12,325
68879,38,12,2503
68880,38,12,177
68881,38,12,270
68882,38,12,593
68883,38,12,1880
68884,38,12,1055
68885,38,12,470
68886,38,12,238
68887,38,12,68
68888,38,12,3587
68889,38,12,2004
68890,38,12,2892
68891,38,12,230
68892,38,12,423
68893,38,12,10
68894,38,12,1735
68895,38,12,5414
68896,38,12,163
68897,38,12,432
68898,38,12,506
68899,38,12,1977
68900,38,12,201
68901,38,12,298
68902,38,12,302
68903,38,12,296
68904,38,12,8
68905,38,12,272
68906,38,12,214
68907,38,12,207
68908,38,12,3078
68909,38,12,269
68910,38,12,559
68911,38,12,667
68912,38,12,24967
68913,38,12,6450
68914,38,12,359
68915,38,12,1315
68916,38,12,6728
68917,38,12,16815
68918,38,12,5138
68919,38,12,65
68920,38,12,84
68921,38,12,77
68922,38,12,596
68923,38,12,876
68924,38,12,5864
68925,38,12,3289
68926,38,12,1531
68927,38,12,1153
68928,38,12,585
68929,39,12,1669
68930,39,12,747
68931,39,12,669
68932,39,12,29641
68933,39,12,1109
68934,39,12,263
68935,39,12,1333
68936,39,12,980
68937,39,12,420
68938,39,12,2069
68939,39,12,798
68940,39,12,593
68941,39,12,1283
68942,39,12,1408
68943,39,12,1119
68944,39,12,2385
68945,39,12,972
68946,39,12,1063
68947,39,12,780
68948,39,12,7931
68949,39,12,1778
68950,39,12,877
68951,39,12,1581
68952,39,12,612
68953,39,12,4737
68954,39,12,78468
68955,39,12,2502
68956,39,12,2142
68957,39,12,2095
68958,39,12,888
68959,39,12,1520
68960,39,12,2752
68961,39,12,5557
68962,39,12,2975
68963,39,12,675
68964,39,12,1690
68965,39,12,2616
68966,39,12,0
68967,39,12,0
68968,39,12,0
68969,39,12,1527
68970,39,12,1961
68971,39,12,46831
68972,39,12,633
68973,39,12,845
68974,39,12,2170
68975,39,12,2579
68976,39,12,1426
68977,39,12,1244
68978,39,12,1432
68979,39,12,1394
68980,39,12,1690
68981,39,12,1509
68982,39,12,940
68983,39,12,933
68984,39,12,301
68985,39,12,645
68986,39,12,304
68987,39,12,339
68988,39,12,1044
68989,39,12,691
68990,39,12,427
68991,39,12,6494
68992,39,12,263
68993,39,12,2346
68994,39,12,1872
68995,39,12,682
68996,39,12,897
68997,39,12,2859
68998,39,12,1144
68999,39,12,782
69000,39,12,640
69001,39,12,996
69002,39,12,454
69003,39,12,1681
69004,39,12,878
69005,39,12,835
69006,39,12,413
69007,39,12,8971
69008,39,12,306
69009,39,12,75
69010,39,12,1071
69011,39,12,1365
69012,39,12,1518
69013,39,12,657
69014,39,12,881
69015,39,12,2399
69016,39,12,1846
69017,39,12,738
69018,39,12,954
69019,39,12,1753
69020,39,12,27098
69021,39,12,42992
69022,39,12,1885
69023,39,12,680
69024,39,12,1077
69025,39,12,1936
69026,39,12,534
69027,39,12,434
69028,39,12,671
69029,39,12,1330
69030,39,12,2127
69031,39,12,658
69032,39,12,603
69033,39,12,1305
69034,39,12,609
69035,39,12,514
69036,39,12,9490
69037,39,12,1628
69038,39,12,2306
69039,39,12,402
69040,39,12,487
69041,39,12,735
69042,39,12,1257
69043,39,12,400
69044,39,12,2310
69045,39,12,709
69046,39,12,718
69047,39,12,1559
69048,39,12,1361
69049,39,12,1045
69050,39,12,681
69051,39,12,268
69052,39,12,3743
69053,39,12,1320
69054,39,12,3874
69055,39,12,1431
69056,39,12,123
69057,39,12,1201
69058,39,12,183
69059,39,12,26098
69060,39,12,3097
69061,39,12,2927
69062,39,12,2179
69063,39,12,2789
69064,39,12,322
69065,39,12,1872
69066,39,12,2913
69067,39,12,254
69068,39,12,712
69069,39,12,4977
69070,39,12,579
69071,39,12,731
69072,39,12,348
69073,39,12,735
69074,39,12,1250
69075,39,12,436
69076,39,12,270
69077,39,12,725
69078,39,12,5469
69079,39,12,718
69080,39,12,628
69081,39,12,14109
69082,39,12,689
69083,39,12,1032
69084,39,12,892
69085,39,12,687
69086,39,12,1398
69087,39,12,919
69088,39,12,1185
69089,39,12,500
69090,39,12,150
69091,39,12,318
69092,39,12,223
69093,39,12,1011
69094,39,12,1019
69095,39,12,889
69096,39,12,416
69097,39,12,2074
69098,39,12,202
69099,39,12,1457
69100,39,12,2384
69101,39,12,8092
69102,39,12,1053
69103,39,12,1151
69104,39,12,122
69105,39,12,705
69106,39,12,7032
69107,39,12,3697
69108,39,12,1320
69109,39,12,1913
69110,39,12,1822
69111,39,12,940
69112,39,12,32362
69113,39,12,1537
69114,39,12,2190
69115,39,12,1913
69116,39,12,616
69117,39,12,3572
69118,39,12,1734
69119,39,12,450
69120,39,12,7892
69121,39,12,531
69122,39,12,618
69123,39,12,615
69124,39,12,672
69125,39,12,830
69126,39,12,261
69127,39,12,265
69128,39,12,957
69129,39,12,3229
69130,39,12,2328
69131,39,12,758
69132,39,12,942
69133,39,12,736
69134,39,12,900
69135,39,12,1948
69136,39,12,139
69137,39,12,4028
69138,39,12,426
69139,39,12,2212
69140,39,12,1163
69141,39,12,372
69142,39,12,661
69143,39,12,674
69144,39,12,275
69145,39,12,1092
69146,39,12,1629
69147,39,12,1545
69148,39,12,715
69149,39,12,223
69150,39,12,2607
69151,39,12,802
69152,39,12,1314
69153,39,12,1545
69154,39,12,370
69155,39,12,26625
69156,39,12,1012
69157,39,12,1491
69158,39,12,2233
69159,39,12,446
69160,39,12,666
69161,39,12,437
69162,39,12,15750
69163,39,12,1519
69164,39,12,364
69165,39,12,1012
69166,39,12,1775
69167,39,12,837
69168,39,12,5066
69169,39,12,1818
69170,39,12,543
69171,39,12,9461
69172,39,12,1066
69173,39,12,6805
69174,39,12,1479
69175,39,12,1758
69176,39,12,1373
69177,39,12,565
69178,39,12,820
69179,39,12,2045
69180,39,12,571
69181,39,12,12837
69182,39,12,8660
69183,39,12,900
69184,39,12,960
69185,39,12,29963
69186,39,12,2249
69187,39,12,1399
69188,39,12,500
69189,39,12,588
69190,39,12,1201
69191,39,12,1556
69192,39,12,3239
69193,39,12,1199
69194,39,12,24370
69195,39,12,426
69196,39,12,1564
69197,39,12,754
69198,39,12,3873
69199,39,12,800
69200,39,12,944
69201,39,12,512
69202,39,12,19147
69203,39,12,977
69204,39,12,731
69205,39,12,386
69206,39,12,4465
69207,39,12,4473
69208,39,12,967
69209,39,12,3270
69210,39,12,4107
69211,39,12,3466
69212,39,12,824
69213,39,12,117
69214,39,12,1031
69215,39,12,7182
69216,39,12,743
69217,39,12,1833
69218,39,12,0
69219,39,12,938
69220,39,12,1136
69221,39,12,363
69222,39,12,33
69223,39,12,570
69224,39,12,1223
69225,39,12,613
69226,39,12,1030
69227,39,12,882
69228,39,12,492
69229,39,12,1317
69230,39,12,599
69231,39,12,489
69232,39,12,1271
69233,39,12,3155
69234,39,12,446
69235,39,12,919
69236,39,12,89
69237,39,12,1334
69238,39,12,505
69239,39,12,1373
69240,39,12,1293
69241,39,12,198
69242,39,12,7321
69243,39,12,1625
69244,39,12,892
69245,39,12,922
69246,39,12,567
69247,39,12,1422
69248,39,12,2375
69249,39,12,991
69250,39,12,1767
69251,39,12,807
69252,39,12,871
69253,39,12,2609
69254,39,12,946
69255,39,12,542
69256,39,12,540
69257,39,12,988
69258,39,12,8079
69259,39,12,11369
69260,39,12,1388
69261,39,12,1238
69262,39,12,1020
69263,39,12,1180
69264,39,12,1210
69265,39,12,1059
69266,39,12,1574
69267,39,12,834
69268,39,12,22954
69269,39,12,1189
69270,39,12,1554
69271,39,12,1415
69272,39,12,0
69273,39,12,1974
69274,39,12,2128
69275,39,12,2811
69276,39,12,46432
69277,39,12,2161
69278,39,12,2382
69279,39,12,1977
69280,39,12,1659
69281,39,12,4979
69282,39,12,494
69283,39,12,259
69284,39,12,278
69285,39,12,4643
69286,39,12,212
69287,39,12,409
69288,39,12,253
69289,39,12,304
69290,39,12,724
69291,39,12,6164
69292,39,12,789
69293,39,12,1993
69294,39,12,1381
69295,39,12,528
69296,39,12,1011
69297,39,12,1667
69298,39,12,32102
69299,39,12,673
69300,39,12,1814
69301,39,12,3759
69302,39,12,467
69303,39,12,1542
69304,39,12,418
69305,39,12,424
69306,39,12,15391
69307,39,12,889
69308,39,12,1640
69309,39,12,1149
69310,39,12,721
69311,39,12,2841
69312,39,12,11424
69313,39,12,4694
69314,39,12,1231
69315,39,12,2332
69316,39,12,2572
69317,39,12,1106
69318,39,12,6469
69319,39,12,14767
69320,39,12,685
69321,39,12,310
69322,39,12,525
69323,39,12,1387
69324,39,12,708
69325,39,12,566
69326,39,12,640
69327,39,12,654
69328,39,12,9855
69329,39,12,125
69330,39,12,9206
69331,39,12,642
69332,39,12,692
69333,39,12,2493
69334,39,12,883
69335,39,12,277
69336,39,12,540
69337,39,12,6099
69338,39,12,1291
69339,39,12,0
69340,39,12,2441
69341,39,12,1425
69342,39,12,367
69343,39,12,846
69344,39,12,417
69345,39,12,649
69346,39,12,3178
69347,39,12,397
69348,39,12,1000
69349,39,12,31374
69350,39,12,396
69351,39,12,173
69352,39,12,501
69353,39,12,349
69354,39,12,17288
69355,39,12,3982
69356,39,12,177
69357,39,12,4563
69358,39,12,3277
69359,39,12,2450
69360,39,12,5735
69361,39,12,583
69362,39,12,2561
69363,39,12,1146
69364,39,12,1663
69365,39,12,90
69366,39,12,1344
69367,39,12,313
69368,39,12,11922
69369,39,12,3006
69370,39,12,849
69371,39,12,1462
69372,39,12,1379
69373,39,12,725
69374,39,12,1967
69375,39,12,1195
69376,39,12,0
69377,39,12,38462
69378,39,12,1099
69379,39,12,1241
69380,39,12,5117
69381,39,12,1521
69382,39,12,1692
69383,39,12,903
69384,39,12,1037
69385,39,12,317
69386,39,12,1288
69387,39,12,266
69388,39,12,109
69389,39,12,1777
69390,39,12,1839
69391,39,12,9100
69392,39,12,5289
69393,39,12,755
69394,39,12,987
69395,39,12,1674
69396,39,12,629
69397,39,12,808
69398,39,12,26762
69399,39,12,385
69400,39,12,296
69401,39,12,1686
69402,39,12,1494
69403,39,12,2937
69404,39,12,2262
69405,39,12,649
69406,39,12,1154
69407,39,12,96
69408,39,12,278
69409,39,12,676
69410,39,12,1130
69411,39,12,936
69412,39,12,452562
69413,39,12,69905
69414,39,12,0
69415,39,12,3136
69416,39,12,183
69417,39,12,409
69418,39,12,311
69419,39,12,603
69420,39,12,373
69421,39,12,1137
69422,39,12,790
69423,39,12,741
69424,39,12,1970
69425,39,12,558
69426,39,12,638
69427,39,12,1190
69428,39,12,1207
69429,39,12,7593
69430,39,12,972
69431,39,12,1279
69432,39,12,399
69433,39,12,490
69434,39,12,390
69435,39,12,1756
69436,39,12,1438
69437,39,12,511
69438,39,12,1146
69439,39,12,549
69440,39,12,595
69441,39,12,998
69442,39,12,455
69443,39,12,491
69444,39,12,508
69445,39,12,1469
69446,39,12,202
69447,39,12,743
69448,39,12,365
69449,39,12,381
69450,39,12,1411
69451,39,12,858
69452,39,12,231
69453,39,12,926
69454,39,12,837
69455,39,12,977
69456,39,12,791
69457,39,12,1625
69458,39,12,1799
69459,39,12,1725
69460,39,12,512
69461,39,12,1145
69462,39,12,22713
69463,39,12,225
69464,39,12,881
69465,39,12,1906
69466,39,12,2570
69467,39,12,663
69468,39,12,828
69469,39,12,270
69470,39,12,3165
69471,39,12,763
69472,39,12,566
69473,39,12,1015
69474,39,12,386
69475,39,12,3114
69476,39,12,24508
69477,39,12,387
69478,39,12,1221
69479,39,12,422
69480,39,12,483
69481,39,12,1817
69482,39,12,656
69483,39,12,1248
69484,39,12,1068
69485,39,12,1874
69486,39,12,159
69487,39,12,948
69488,39,12,2025
69489,39,12,2612
69490,39,12,1815
69491,39,12,1955
69492,39,12,670
69493,39,12,1636
69494,39,12,1819
69495,39,12,1336
69496,39,12,1095
69497,39,12,1322
69498,39,12,1146
69499,39,12,2324
69500,39,12,1142
69501,39,12,1576
69502,39,12,15294
69503,39,12,614
69504,39,12,1512
69505,39,12,1141
69506,39,12,1462
69507,39,12,2610
69508,39,12,1745
69509,39,12,342
69510,39,12,123
69511,39,12,153
69512,39,12,1057
69513,39,12,1762
69514,39,12,1692
69515,39,12,1469
69516,39,12,1117
69517,39,12,1111
69518,39,12,1570
69519,39,12,1244
69520,39,12,9963
69521,39,12,0
69522,39,12,736
69523,39,12,909
69524,39,12,1923
69525,39,12,1247
69526,39,12,878
69527,39,12,1103
69528,39,12,748
69529,39,12,1902
69530,39,12,1356
69531,40,12,10828
69532,40,12,10571
69533,40,12,4851
69534,40,12,14194
69535,40,12,16806
69536,40,12,61644
69537,40,12,11395
69538,40,12,7156
69539,40,12,1516
69540,40,12,5036
69541,40,12,1297
69542,40,12,6148
69543,40,12,504
69544,40,12,271
69545,40,12,4922
69546,40,12,2282
69547,40,12,1684
69548,40,12,2445
69549,40,12,4329
69550,40,12,112
69551,40,12,685
69552,40,12,3601
69553,40,12,3662
69554,40,12,3254
69555,40,12,1122
69556,40,12,1006
69557,40,12,1756
69558,40,12,1308
69559,40,12,3734
69560,40,12,2951
69561,40,12,3221
69562,40,12,117
69563,40,12,4111
69564,40,12,1038
69565,40,12,3613
69566,40,12,1512
69567,41,12,5391
69568,41,12,32001
69569,41,12,3909
69570,41,12,14995
69571,41,12,3459
69572,41,12,7512
69573,41,12,3263
69574,41,12,2724
69575,41,12,0
69576,41,12,2130
69577,41,12,2888
69578,41,12,2790
69579,41,12,1688
69580,41,12,1263
69581,41,12,31
69582,41,12,25739
69583,41,12,3
69584,41,12,36647
69585,41,12,2291
69586,41,12,72130
69587,41,12,11314
69588,41,12,6415
69589,41,12,9771
69590,41,12,1259
69591,41,12,5627
69592,41,12,3964
69593,41,12,9026
69594,41,12,14467
69595,41,12,7914
69596,41,12,2072
69597,41,12,125
69598,41,12,3949
69599,41,12,15992
69600,41,12,45
69601,41,12,6979
69602,41,12,6871
69603,41,12,17974
69604,41,12,1375
69605,41,12,7646
69606,41,12,1727
69607,41,12,1466
69608,41,12,13421
69609,41,12,67024
69610,41,12,10033
69611,41,12,1243
69612,41,12,1162
69613,41,12,156
69614,41,12,4841
69615,41,12,3194
69616,41,12,43888
69617,41,12,6681
69618,41,12,10108
69619,41,12,12989
69620,41,12,6118
69621,41,12,7192
69622,41,12,5403
69623,41,12,9715
69624,41,12,2625
69625,41,12,10140
69626,41,12,13127
69627,41,12,3843
69628,41,12,1677
69629,41,12,4580
69630,41,12,3357
69631,41,12,11
69632,41,12,1769
69633,41,12,8278
69634,41,12,7503
69635,41,12,10515
69636,41,12,5429
69637,41,12,8017
69638,41,12,12230
69639,41,12,0
69640,41,12,15879
69641,41,12,35955
69642,41,12,23683
69643,41,12,3297
69644,41,12,4189
69645,41,12,7581
69646,41,12,2642
69647,41,12,2532
69648,41,12,5056
69649,41,12,9835
69650,41,12,12191
69651,41,12,38
69652,41,12,161
69653,41,12,19
69654,41,12,23773
69655,41,12,5073
69656,41,12,11808
69657,41,12,3578
69658,41,12,6560
69659,41,12,14878
69660,41,12,6425
69661,42,12,257
69662,42,12,90
69663,42,12,101
69664,42,12,2882
69665,42,12,252
69666,42,12,4179
69667,42,12,143
69668,42,12,162
69669,42,12,803
69670,42,12,781
69671,42,12,1679
69672,42,12,301
69673,42,12,263
69674,42,12,154
69675,42,12,2754
69676,42,12,156
69677,42,12,263
69678,42,12,189
69679,42,12,464
69680,42,12,2891
69681,42,12,237
69682,42,12,1509
69683,42,12,823
69684,42,12,87
69685,42,12,3476
69686,42,12,339
69687,42,12,10025
69688,42,12,781
69689,42,12,296
69690,42,12,158
69691,42,12,1057
69692,42,12,95
69693,42,12,98
69694,42,12,2983
69695,42,12,109
69696,42,12,1509
69697,42,12,8378
69698,42,12,2106
69699,42,12,1377
69700,42,12,146
69701,42,12,91
69702,42,12,2451
69703,42,12,128
69704,42,12,497
69705,42,12,391
69706,42,12,221
69707,42,12,4038
69708,42,12,6855
69709,42,12,135
69710,42,12,160
69711,42,12,106
69712,42,12,349
69713,42,12,107
69714,42,12,376
69715,42,12,1167
69716,42,12,1222
69717,42,12,269
69718,42,12,88
69719,42,12,137
69720,42,12,578
69721,42,12,717
69722,42,12,213
69723,42,12,428
69724,42,12,287
69725,42,12,146
69726,42,12,94
69727,42,12,378
69728,42,12,1708
69729,42,12,478
69730,42,12,101
69731,42,12,160
69732,42,12,660
69733,42,12,2280
69734,42,12,215
69735,42,12,243
69736,42,12,368
69737,42,12,193
69738,42,12,369
69739,42,12,1600
69740,42,12,236
69741,42,12,346
69742,42,12,159
69743,42,12,128
69744,42,12,142
69745,42,12,104
69746,42,12,301
69747,42,12,720
69748,42,12,165
69749,42,12,122
69750,42,12,880
69751,42,12,1499
69752,42,12,351
69753,42,12,1202
69754,42,12,479
69755,42,12,598
69756,42,12,1342
69757,42,12,118
69758,42,12,121
69759,42,12,196
69760,42,12,126
69761,42,12,392
69762,42,12,322
69763,42,12,177
69764,42,12,2495
69765,42,12,343
69766,42,12,2572
69767,42,12,369
69768,42,12,229
69769,42,12,1242
69770,42,12,965
69771,42,12,250
69772,42,12,752
69773,42,12,448
69774,42,12,22293
69775,42,12,162
69776,42,12,735
69777,42,12,6790
69778,42,12,839
69779,42,12,398
69780,42,12,14645
69781,42,12,1335
69782,42,12,218
69783,42,12,513
69784,42,12,392
69785,42,12,209
69786,42,12,161
69787,42,12,253
69788,42,12,3990
69789,42,12,165
69790,42,12,201
69791,42,12,256
69792,42,12,175
69793,42,12,22256
69794,42,12,201
69795,42,12,163
69796,42,12,595
69797,42,12,226
69798,42,12,1378
69799,42,12,193
69800,42,12,17722
69801,42,12,288
69802,42,12,1143
69803,42,12,165
69804,42,12,62
69805,42,12,112
69806,42,12,124
69807,42,12,149
69808,42,12,871
69809,42,12,136
69810,42,12,201
69811,42,12,246
69812,42,12,470
69813,42,12,833
69814,42,12,2244
69815,42,12,155
69816,42,12,18
69817,42,12,277
69818,42,12,174
69819,42,12,1961
69820,42,12,2274
69821,43,12,9947
69822,43,12,9310
69823,43,12,3537
69824,43,12,3674
69825,43,12,12137
69826,43,12,11772
69827,43,12,8377
69828,43,12,2657
69829,43,12,125
69830,43,12,8654
69831,43,12,6532
69832,43,12,2910
69833,43,12,7468
69834,43,12,1876
69835,43,12,9032
69836,43,12,4973
69837,43,12,2231
69838,43,12,10222
69839,43,12,2053
69840,43,12,4533
69841,43,12,7821
69842,43,12,4152
69843,43,12,6170
69844,43,12,4124
69845,43,12,5874
69846,43,12,4401
69847,43,12,4725
69848,43,12,8998
69849,43,12,5036
69850,43,12,11532
69851,43,12,55347
69852,43,12,2249
69853,43,12,7171
69854,43,12,5103
69855,43,12,9314
69856,43,12,5520
69857,43,12,6141
69858,43,12,4495
69859,43,12,5153
69860,43,12,1594
69861,43,12,4115
69862,43,12,2740
69863,43,12,7941
69864,43,12,4341
69865,43,12,66212
69866,43,12,1559
69867,43,12,7418
69868,43,12,7891
69869,43,12,2449
69870,43,12,3735
69871,43,12,5388
69872,43,12,7295
69873,43,12,6135
69874,43,12,4150
69875,43,12,20796
69876,43,12,5239
69877,43,12,5195
69878,43,12,13465
69879,43,12,2630
69880,43,12,7010
69881,43,12,37627
69882,43,12,4029
69883,43,12,3879
69884,43,12,4196
69885,43,12,1612
69886,43,12,1175
69887,43,12,3215
69888,43,12,14796
69889,43,12,4944
69890,43,12,9140
69891,43,12,9762
69892,43,12,29698
69893,43,12,4217
69894,43,12,3964
69895,43,12,14862
69896,43,12,39752
69897,43,12,3500
69898,43,12,3399
69899,43,12,13677
69900,43,12,19544
69901,43,12,11444
69902,43,12,3893
69903,43,12,4349
69904,43,12,1174
69905,43,12,8411
69906,43,12,8485
69907,43,12,3593
69908,43,12,5736
69909,43,12,5329
69910,43,12,12286
69911,43,12,10906
69912,43,12,953
69913,43,12,5533
69914,43,12,1184
69915,43,12,3069
69916,43,12,6044
69917,43,12,2582
69918,43,12,1169
69919,43,12,1525
69920,43,12,4085
69921,43,12,460
69922,43,12,557
69923,43,12,124758
69924,43,12,4225
69925,43,12,2490
69926,43,12,3998
69927,43,12,536
69928,43,12,1461
69929,43,12,1256
69930,43,12,1923
69931,43,12,2558
69932,43,12,615
69933,43,12,1943
69934,43,12,1017
69935,43,12,2129
69936,43,12,983
69937,43,12,7833
69938,43,12,247241
69939,43,12,3936
69940,43,12,8026
69941,43,12,1620
69942,43,12,9189
69943,43,12,789
69944,43,12,1644
69945,43,12,1669
69946,43,12,569
69947,43,12,1462
69948,43,12,2250
69949,43,12,1067
69950,43,12,3447
69951,43,12,2693
69952,43,12,2882
69953,43,12,282
69954,43,12,1623
69955,43,12,3668
69956,43,12,3772
69957,44,12,74
69958,44,12,153
69959,44,12,1822
69960,44,12,763
69961,44,12,1002
69962,44,12,258
69963,44,12,5490
69964,44,12,314
69965,44,12,1286
69966,44,12,2331
69967,44,12,1573
69968,44,12,3069
69969,44,12,2761
69970,44,12,2209
69971,44,12,11303
69972,44,12,876
69973,44,12,4400
69974,44,12,325
69975,44,12,227
69976,44,12,335
69977,44,12,258
69978,44,12,1215
69979,44,12,1233
69980,44,12,2514
69981,44,12,7308
69982,44,12,5324
69983,44,12,1397
69984,44,12,2668
69985,44,12,879
69986,44,12,3199
69987,44,12,2636
69988,44,12,308
69989,44,12,14490
69990,44,12,4681
69991,44,12,304
69992,44,12,1784
69993,44,12,716
69994,44,12,6565
69995,44,12,168
69996,44,12,501
69997,44,12,844
69998,44,12,548
69999,44,12,738
70000,44,12,8766
70001,44,12,1463
70002,44,12,86995
70003,44,12,700
70004,44,12,485
70005,44,12,731
70006,44,12,13746
70007,44,12,2714
70008,44,12,22499
70009,44,12,8164
70010,44,12,29688
70011,44,12,12634
70012,44,12,23323
70013,44,12,6053
70014,44,12,62851
70015,44,12,95055
70016,44,12,6367
70017,44,12,131088
70018,44,12,5392
70019,44,12,20974
70020,44,12,7070
70021,44,12,17365
70022,44,12,14405
70023,44,12,988
70024,44,12,624
70025,44,12,255
70026,44,12,1463
70027,44,12,230
70028,44,12,149
70029,44,12,314
70030,44,12,1047
70031,44,12,165
70032,44,12,957
70033,44,12,287
70034,44,12,627
70035,44,12,5611
70036,44,12,788
70037,44,12,95
70038,44,12,115
70039,44,12,104
70040,44,12,398
70041,44,12,2014
70042,44,12,1001
70043,44,12,117
70044,44,12,862
70045,44,12,420
70046,44,12,11070
70047,44,12,16596
70048,44,12,6135
70049,44,12,12917
70050,44,12,283
70051,44,12,386
70052,44,12,8982
70053,44,12,1798
70054,44,12,4091
70055,44,12,9198
70056,44,12,24009
70057,44,12,1708
70058,44,12,95
70059,44,12,203
70060,44,12,181
70061,44,12,196
70062,44,12,3077
70063,44,12,822
70064,44,12,264
70065,44,12,207
70066,44,12,1561
70067,44,12,229
70068,44,12,245
70069,44,12,5387
70070,44,12,1378
70071,44,12,681
70072,44,12,963
70073,44,12,2690
70074,44,12,6298
70075,44,12,6248
70076,44,12,1320
70077,44,12,242
70078,44,12,3884
70079,44,12,339
70080,44,12,1062
70081,44,12,703
70082,44,12,365
70083,44,12,112894
70084,44,12,31199
70085,44,12,6007
70086,44,12,20646
70087,44,12,5235
70088,44,12,3412
70089,44,12,23840
70090,44,12,3522
70091,44,12,4146
70092,44,12,3115
70093,44,12,2962
70094,44,12,101
70095,44,12,499
70096,44,12,263
70097,44,12,5138
70098,44,12,240
70099,44,12,188
70100,44,12,783
70101,44,12,584
70102,44,12,342
70103,44,12,1087
70104,44,12,2136
70105,44,12,1147
70106,44,12,140
70107,44,12,1048
70108,44,12,2099
70109,44,12,1055
70110,44,12,772
70111,44,12,6952
70112,44,12,960
70113,44,12,3491
70114,44,12,350
70115,44,12,933
70116,44,12,149
70117,44,12,73
70118,44,12,2037
70119,44,12,224
70120,44,12,434
70121,44,12,1669
70122,44,12,354
70123,44,12,279
