,STATE,Year of Data,Total Revenue from Federal Sources
67399,35,12,212
67400,35,12,623
67401,35,12,133
67402,35,12,59
67403,35,12,3035
67404,35,12,36
67405,35,12,208
67406,35,12,126
67407,35,12,125
67408,35,12,401
67409,35,12,133
67410,35,12,0
67411,35,12,64
67412,35,12,82
67413,35,12,314
67414,35,12,213
67415,35,12,501
67416,35,12,165
67417,35,12,56
67418,35,12,60
67419,35,12,1680
67420,35,12,116
67421,35,12,303
67422,35,12,260
67423,35,12,206
67424,35,12,864
67425,35,12,255
67426,35,12,320
67427,35,12,5799
67428,35,12,205
67429,35,12,244
67430,35,12,157
67431,35,12,201
67432,35,12,6787
67433,35,12,3804
67434,35,12,401
67435,35,12,119
67436,35,12,398
67437,35,12,12
67438,35,12,540
67439,35,12,171
67440,35,12,117
67441,35,12,155
67442,35,12,148
67443,35,12,226
67444,35,12,3710
67445,35,12,1346
67446,36,12,1459
67447,36,12,6329
67448,36,12,1537
67449,36,12,566
67450,36,12,884
67451,36,12,2049
67452,36,12,860
67453,36,12,11377
67454,36,12,849
67455,36,12,1344
67456,36,12,626
67457,36,12,0
67458,36,12,1
67459,36,12,521
67460,36,12,3464
67461,36,12,1424
67462,36,12,770
67463,36,12,873
67464,36,12,384
67465,36,12,6466
67466,36,12,2730
67467,36,12,2864
67468,36,12,1398
67469,36,12,1256
67470,36,12,1376
67471,36,12,1451
67472,36,12,1123
67473,36,12,1140
67474,36,12,1956
67475,36,12,2688
67476,36,12,2091
67477,36,12,2494
67478,36,12,2503
67479,36,12,0
67480,36,12,3317
67481,36,12,913
67482,36,12,379
67483,36,12,540
67484,36,12,331
67485,36,12,2220
67486,36,12,1946
67487,36,12,475
67488,36,12,379
67489,36,12,1496
67490,36,12,2791
67491,36,12,1056
67492,36,12,1945
67493,36,12,971
67494,36,12,560
67495,36,12,1312
67496,36,12,415
67497,36,12,760
67498,36,12,1332
67499,36,12,3778
67500,36,12,2134
67501,36,12,1775
67502,36,12,243
67503,36,12,311
67504,36,12,5805
67505,36,12,15030
67506,36,12,1182
67507,36,12,12696
67508,36,12,1116
67509,36,12,2169
67510,36,12,2084
67511,36,12,2329
67512,36,12,0
67513,36,12,6289
67514,36,12,997
67515,36,12,8179
67516,36,12,1198
67517,36,12,823
67518,36,12,2343
67519,36,12,1187
67520,36,12,855
67521,36,12,591
67522,36,12,771
67523,36,12,2849
67524,36,12,71
67525,36,12,1399
67526,36,12,4031
67527,36,12,1942
67528,36,12,2594
67529,36,12,737
67530,36,12,17347
67531,36,12,1526
67532,36,12,16
67533,36,12,492
67534,36,12,2353
67535,36,12,1681
67536,36,12,1207
67537,36,12,1267
67538,36,12,2176
67539,36,12,4110
67540,36,12,2480
67541,36,12,775
67542,36,12,187
67543,36,12,211
67544,36,12,5676
67545,36,12,1908
67546,36,12,1665
67547,36,12,2808
67548,36,12,1075
67549,36,12,1242
67550,36,12,2111
67551,36,12,582
67552,36,12,4720
67553,36,12,1390
67554,36,12,1008
67555,36,12,867
67556,36,12,1293
67557,36,12,2046
67558,36,12,2001
67559,36,12,1315
67560,36,12,1077
67561,36,12,734
67562,36,12,535
67563,36,12,2800
67564,36,12,1349
67565,36,12,197
67566,36,12,2550
67567,36,12,2543
67568,36,12,849
67569,36,12,2567
67570,36,12,605
67571,36,12,703
67572,36,12,1219
67573,36,12,947
67574,36,12,1698
67575,36,12,4756
67576,36,12,4853
67577,36,12,1931
67578,36,12,1790
67579,36,12,689
67580,36,12,135087
67581,36,12,8152
67582,36,12,219
67583,36,12,14044
67584,36,12,7068
67585,36,12,1067
67586,36,12,4794
67587,36,12,124
67588,36,12,7068
67589,36,12,4983
67590,36,12,2401
67591,36,12,3396
67592,36,12,1728
67593,36,12,1781
67594,36,12,1082
67595,36,12,10652
67596,36,12,628
67597,36,12,2383
67598,36,12,5442
67599,36,12,2035
67600,36,12,3793
67601,36,12,2368
67602,36,12,4214
67603,36,12,3516
67604,36,12,5040
67605,36,12,866
67606,36,12,356
67607,36,12,884
67608,36,12,3417
67609,36,12,712
67610,36,12,857
67611,36,12,1001
67612,36,12,863
67613,36,12,947
67614,36,12,407
67615,36,12,2910
67616,36,12,958
67617,36,12,551
67618,36,12,1113
67619,36,12,707
67620,36,12,1372
67621,36,12,3568
67622,36,12,3835
67623,36,12,1501
67624,36,12,508
67625,36,12,939
67626,36,12,825
67627,36,12,21
67628,36,12,1085
67629,36,12,1433
67630,36,12,6046
67631,36,12,1493
67632,36,12,0
67633,36,12,149
67634,36,12,1503
67635,36,12,1371
67636,36,12,843
67637,36,12,1748
67638,36,12,7045
67639,36,12,1296
67640,36,12,5719
67641,36,12,534
67642,36,12,26
67643,36,12,1545
67644,36,12,2415
67645,36,12,2468
67646,36,12,1144
67647,36,12,2164
67648,36,12,141562
67649,36,12,934
67650,36,12,2850
67651,36,12,4960
67652,36,12,7374
67653,36,12,1153
67654,36,12,5619
67655,36,12,8101
67656,36,12,26534
67657,36,12,1813
67658,36,12,5824
67659,36,12,9971
67660,36,12,5037
67661,36,12,5633
67662,36,12,700
67663,36,12,6168
67664,36,12,1117
67665,36,12,1372
67666,36,12,1322
67667,36,12,385
67668,36,12,913
67669,36,12,898
67670,36,12,1118
67671,36,12,0
67672,36,12,5470
67673,36,12,664
67674,36,12,3151
67675,36,12,5778
67676,36,12,2081
67677,36,12,1253
67678,36,12,762
67679,36,12,1476
67680,36,12,2440
67681,36,12,2154
67682,36,12,392
67683,36,12,341
67684,36,12,795
67685,36,12,169
67686,36,12,3498
67687,36,12,969
67688,36,12,5578
67689,36,12,814
67690,36,12,1092
67691,36,12,9695
67692,36,12,551
67693,36,12,0
67694,36,12,164
67695,36,12,520
67696,36,12,3759
67697,36,12,1620
67698,36,12,97
67699,36,12,3040
67700,36,12,3469
67701,36,12,80388
67702,36,12,9364
67703,36,12,1057
67704,36,12,1289
67705,36,12,4714
67706,36,12,866
67707,36,12,1143
67708,36,12,1551
67709,36,12,365
67710,36,12,451
67711,36,12,6997
67712,36,12,2298
67713,36,12,4047
67714,36,12,6359
67715,36,12,1424
67716,36,12,1870
67717,36,12,3113
67718,36,12,3544
67719,36,12,943
67720,36,12,0
67721,36,12,7517
67722,36,12,1300
67723,36,12,3647
67724,36,12,4622
67725,36,12,451
67726,36,12,455
67727,36,12,604
67728,36,12,6487
67729,36,12,883
67730,36,12,649
67731,36,12,489
67732,36,12,167
67733,36,12,4
67734,36,12,662
67735,36,12,357
67736,36,12,2284
67737,36,12,537
67738,36,12,596
67739,36,12,538
67740,36,12,507
67741,36,12,2430
67742,36,12,1012
67743,36,12,358
67744,36,12,1018
67745,36,12,1713
67746,36,12,751
67747,36,12,3530
67748,36,12,3187
67749,36,12,693
67750,36,12,1073
67751,36,12,1080
67752,36,12,5832
67753,36,12,2284
67754,36,12,3135
67755,36,12,1879
67756,36,12,423
67757,36,12,854
67758,36,12,2707
67759,36,12,925
67760,36,12,2727
67761,36,12,679
67762,36,12,3402
67763,36,12,2065
67764,36,12,2784
67765,36,12,2004
67766,36,12,3845
67767,36,12,1256
67768,36,12,1370
67769,36,12,1370
67770,36,12,323
67771,36,12,2939
67772,36,12,2271
67773,36,12,1197
67774,36,12,853
67775,36,12,895
67776,36,12,1664
67777,36,12,3335
67778,36,12,245
67779,36,12,399
67780,36,12,455
67781,36,12,437
67782,36,12,2853
67783,36,12,5234
67784,36,12,4681
67785,36,12,2051
67786,36,12,410
67787,36,12,1301
67788,36,12,6606
67789,36,12,0
67790,36,12,1005
67791,36,12,585
67792,36,12,1862
67793,36,12,1885
67794,36,12,2293
67795,36,12,2331
67796,36,12,2541
67797,36,12,2290
67798,36,12,1217
67799,36,12,5
67800,36,12,2367
67801,36,12,665
67802,36,12,847
67803,36,12,828
67804,36,12,2096
67805,36,12,1701
67806,36,12,8535
67807,36,12,2477
67808,36,12,1007
67809,36,12,1267
67810,36,12,9
67811,36,12,1644
67812,36,12,733
67813,36,12,1421
67814,36,12,3943
67815,36,12,0
67816,36,12,2028
67817,36,12,1185
67818,36,12,731
67819,36,12,849
67820,36,12,2320
67821,36,12,1201
67822,36,12,973
67823,36,12,1861
67824,36,12,586
67825,36,12,7896
67826,36,12,1323
67827,36,12,15293
67828,36,12,1735
67829,36,12,1597
67830,36,12,1772
67831,36,12,1348
67832,36,12,1243
67833,36,12,905
67834,36,12,1158
67835,36,12,1206
67836,36,12,1226
67837,36,12,1607
67838,36,12,1691
67839,36,12,4294
67840,36,12,339
67841,36,12,3631
67842,36,12,4001
67843,36,12,47543
67844,36,12,7234
67845,36,12,2972
67846,36,12,1135
67847,36,12,1083
67848,36,12,1188
67849,36,12,2089
67850,36,12,590
67851,36,12,4048
67852,36,12,578
67853,36,12,3053
67854,36,12,2120
67855,36,12,1563
67856,36,12,738
67857,36,12,515
67858,36,12,605
67859,36,12,1323
67860,36,12,956
67861,36,12,2128
67862,36,12,23317
67863,36,12,988
67864,36,12,4549
67865,36,12,772
67866,36,12,2242
67867,36,12,593
67868,36,12,7069
67869,36,12,664
67870,36,12,1038
67871,36,12,429
67872,36,12,954
67873,36,12,1516
67874,36,12,479
67875,36,12,5440
67876,36,12,1036
67877,36,12,940
67878,36,12,3561
67879,36,12,3976
67880,36,12,0
67881,36,12,1724
67882,36,12,2259
67883,36,12,332
67884,36,12,1142
67885,36,12,1956
67886,36,12,3867
67887,36,12,3541
67888,36,12,1082
67889,36,12,712
67890,36,12,612
67891,36,12,790
67892,36,12,645
67893,36,12,850
67894,36,12,486
67895,36,12,572
67896,36,12,598
67897,36,12,703
67898,36,12,484
67899,36,12,4799
67900,36,12,1136
67901,36,12,3254
67902,36,12,1329
67903,36,12,16
67904,36,12,1012
67905,36,12,3877
67906,36,12,1122
67907,36,12,2381
67908,36,12,45196
67909,36,12,1407
67910,36,12,1080
67911,36,12,1069
67912,36,12,6032
67913,36,12,5622
67914,36,12,5130
67915,36,12,3807
67916,36,12,2787
67917,36,12,707
67918,36,12,3634
67919,36,12,4324
67920,36,12,3836
67921,36,12,3555
67922,36,12,0
67923,36,12,3512
67924,36,12,2507
67925,36,12,3349
67926,36,12,866
67927,36,12,1208
67928,36,12,1267
67929,36,12,2299
67930,36,12,2736
67931,36,12,3158
67932,36,12,1669
67933,36,12,7011
67934,36,12,1720
67935,36,12,2003
67936,36,12,1489
67937,36,12,2405
67938,36,12,844
67939,36,12,1615
67940,36,12,658
67941,36,12,435
67942,36,12,0
67943,36,12,0
67944,36,12,2526
67945,36,12,32
67946,36,12,1287
67947,36,12,250
67948,36,12,1527
67949,36,12,869
67950,36,12,514
67951,36,12,1946
67952,36,12,1614
67953,36,12,3216
67954,36,12,2553
67955,36,12,1091
67956,36,12,4539
67957,36,12,56
67958,36,12,1906
67959,36,12,2539
67960,36,12,1823
67961,36,12,2361
67962,36,12,1315
67963,36,12,3075
67964,36,12,1836
67965,36,12,29
67966,36,12,882
67967,36,12,1045
67968,36,12,991
67969,36,12,1128
67970,36,12,1346
67971,36,12,3595
67972,36,12,2657
67973,36,12,665
67974,36,12,2049
67975,36,12,906
67976,36,12,831
67977,36,12,862
67978,36,12,155
67979,36,12,452
67980,36,12,1207
67981,36,12,74
67982,36,12,1462
67983,36,12,923
67984,36,12,224
67985,36,12,631
67986,36,12,1084
67987,36,12,258
67988,36,12,431
67989,36,12,167
67990,36,12,145
67991,36,12,456
67992,36,12,158
67993,36,12,928
67994,36,12,351
67995,36,12,300
67996,36,12,2757
67997,36,12,1154
67998,36,12,432
67999,36,12,4683
68000,36,12,8323
68001,36,12,1107
68002,36,12,2367
68003,36,12,857
68004,36,12,0
68005,36,12,1029
68006,36,12,1288
68007,36,12,675
68008,36,12,1465
68009,36,12,3986
68010,36,12,1182
68011,36,12,1589
68012,36,12,1303
68013,36,12,1202
68014,36,12,2177
68015,36,12,1247
68016,36,12,1047
68017,36,12,1206
68018,36,12,1773
68019,36,12,4842
68020,36,12,562
68021,36,12,1789
68022,36,12,830
68023,36,12,539
68024,36,12,1335
68025,36,12,730
68026,36,12,1344
68027,36,12,1600
68028,36,12,1143
68029,36,12,2896
68030,36,12,4577
68031,36,12,925
68032,36,12,2274
68033,36,12,1770
68034,36,12,803
68035,36,12,1620
68036,36,12,510
68037,36,12,470
68038,36,12,3592
68039,36,12,1206
68040,36,12,281
68041,36,12,436
68042,36,12,2432
68043,36,12,1626
68044,36,12,627
68045,36,12,428
68046,36,12,623
68047,36,12,478
68048,36,12,736
68049,36,12,446
68050,36,12,442
68051,36,12,4071
68052,36,12,0
68053,36,12,953
68054,36,12,4363
68055,36,12,23055
68056,36,12,2441
68057,36,12,2357
68058,36,12,1936
68059,36,12,2549
68060,36,12,5950
68061,36,12,2275
68062,36,12,2043
68063,36,12,985
68064,36,12,806
68065,36,12,3691
68066,36,12,6232
68067,36,12,1679
68068,36,12,1048
68069,36,12,2151
68070,36,12,1816
68071,36,12,2113
68072,36,12,1727
68073,36,12,322
68074,36,12,47707
68075,36,12,7479
68076,36,12,1268
68077,36,12,1467
68078,36,12,1179
68079,36,12,1920
68080,36,12,3839
68081,36,12,942
68082,36,12,1754
68083,36,12,2364
68084,36,12,608
68085,36,12,2196
68086,36,12,1795
68087,36,12,2901
68088,36,12,2639
68089,36,12,1477
68090,36,12,1824
68091,36,12,2195
68092,36,12,215
68093,36,12,940
68094,36,12,793
68095,36,12,1339
68096,36,12,997
68097,36,12,1312
68098,36,12,582
68099,36,12,1875
68100,36,12,1788
68101,36,12,1812
68102,36,12,1619
68103,36,12,291
68104,36,12,332
68105,36,12,1414
68106,36,12,3392
68107,36,12,538
68108,36,12,12557
68109,36,12,1336
68110,36,12,919
68111,36,12,0
68112,36,12,27
68113,36,12,876
68114,36,12,655
68115,36,12,1085
68116,36,12,1385
68117,36,12,1911
68118,36,12,2365
68119,36,12,1572
68120,36,12,3095
68121,36,12,311
68122,36,12,861
68123,36,12,2840
68124,36,12,927
68125,36,12,3741
68126,36,12,600
68127,36,12,1219
68128,36,12,2282
68129,36,12,645
68130,36,12,656
68131,36,12,467
68132,36,12,4006
68133,36,12,1352
68134,36,12,1783
68135,36,12,2545
68136,36,12,1683
68137,36,12,3498
68138,36,12,1312
68139,36,12,3729
68140,36,12,487
68141,36,12,15
68142,36,12,567
68143,36,12,1371
68144,36,12,1124
68145,36,12,3294
68146,36,12,1314
68147,36,12,2072
68148,36,12,640
68149,36,12,364
68150,36,12,820
68151,36,12,885
68152,36,12,870
68153,36,12,1137
68154,36,12,930
68155,36,12,2091
68156,36,12,1007
68157,36,12,2435
68158,36,12,3552
68159,36,12,0
68160,36,12,867
68161,36,12,1447
68162,36,12,1353
68163,36,12,1415
68164,36,12,708
68165,36,12,215
68166,36,12,646
68167,36,12,849
68168,36,12,495
68169,36,12,467
68170,36,12,2443
68171,36,12,1006
68172,36,12,778
68173,36,12,1722
68174,36,12,851
68175,36,12,1324
68176,36,12,1092
68177,36,12,2667
68178,36,12,737
68179,36,12,1128
68180,36,12,1397
68181,36,12,780
68182,36,12,692
68183,36,12,1400
68184,37,12,1708
68185,37,12,921
68186,37,12,516
68187,37,12,1405
68188,37,12,310
68189,37,12,719
68190,37,12,264
68191,37,12,2197
68192,37,12,865
68193,37,12,2006
68194,37,12,622
68195,37,12,86
68196,37,12,227
68197,37,12,211
68198,37,12,1327
68199,37,12,592
68200,37,12,136
68201,37,12,317
68202,37,12,395
68203,37,12,264
68204,37,12,707
68205,37,12,0
68206,37,12,104
68207,37,12,382
68208,37,12,132
68209,37,12,399
68210,37,12,1918
68211,37,12,244
68212,37,12,397
68213,37,12,609
68214,37,12,115
68215,37,12,795
68216,37,12,1077
68217,37,12,584
68218,37,12,884
68219,37,12,531
68220,37,12,730
68221,37,12,715
68222,37,12,917
68223,37,12,1140
68224,37,12,3588
68225,37,12,1414
68226,37,12,597
68227,37,12,4709
68228,37,12,1218
68229,37,12,462
68230,37,12,1272
68231,37,12,272
68232,37,12,459
68233,37,12,498
68234,37,12,243
68235,37,12,478
68236,37,12,297
68237,37,12,557
68238,37,12,157
68239,37,12,323
68240,37,12,1065
68241,37,12,3675
68242,37,12,95
68243,37,12,4030
68244,37,12,951
68245,37,12,211
68246,37,12,315
68247,37,12,3807
68248,37,12,4223
68249,37,12,1114
68250,37,12,419
68251,37,12,222
68252,37,12,1394
68253,37,12,803
68254,37,12,453
68255,37,12,629
68256,37,12,279
68257,37,12,585
68258,37,12,1104
68259,37,12,760
68260,37,12,971
68261,37,12,1359
68262,37,12,802
68263,37,12,251
68264,37,12,337
68265,37,12,425
68266,37,12,353
68267,37,12,5952
68268,37,12,913
68269,37,12,440
68270,37,12,382
68271,37,12,566
68272,37,12,529
68273,37,12,1729
68274,37,12,457
68275,37,12,185
68276,37,12,297
68277,37,12,105
68278,37,12,84
68279,37,12,1007
68280,37,12,1327
68281,37,12,13759
68282,37,12,2649
68283,37,12,9688
68284,37,12,192
68285,37,12,1106
68286,37,12,482
68287,37,12,385
68288,37,12,738
68289,37,12,2137
68290,37,12,227
68291,37,12,2397
68292,37,12,427
68293,37,12,293
68294,37,12,519
68295,37,12,583
68296,37,12,24169
68297,37,12,391
68298,37,12,182
68299,37,12,204
68300,37,12,2358
68301,37,12,305
68302,37,12,860
68303,37,12,1736
68304,37,12,364
68305,37,12,303
68306,37,12,342
68307,37,12,1780
68308,37,12,321
68309,37,12,1084
68310,37,12,799
68311,37,12,422
68312,37,12,479
68313,37,12,1013
68314,37,12,67
68315,37,12,589
68316,37,12,255
68317,37,12,354
68318,37,12,239
68319,37,12,5017
68320,37,12,210
68321,37,12,383
68322,37,12,3184
68323,37,12,289
68324,37,12,392
68325,37,12,1325
68326,37,12,89
68327,37,12,1551
68328,37,12,2420
68329,37,12,2941
68330,37,12,1486
68331,37,12,312
68332,37,12,256
68333,37,12,335
68334,37,12,623
68335,37,12,114
68336,37,12,477
68337,37,12,95
68338,37,12,228
68339,37,12,101
68340,37,12,214
68341,37,12,132
68342,37,12,469
68343,37,12,364
68344,37,12,289
68345,37,12,11031
68346,37,12,270
68347,37,12,171
68348,37,12,242
68349,37,12,453
68350,37,12,583
68351,37,12,345
68352,37,12,628
68353,37,12,1195
68354,37,12,366
68355,37,12,271
68356,37,12,1360
68357,37,12,850
68358,37,12,477
68359,37,12,643
68360,37,12,314
68361,37,12,376
68362,37,12,970
68363,37,12,2236
68364,37,12,223
68365,37,12,131
68366,37,12,590
68367,37,12,632
68368,37,12,308
68369,37,12,786
68370,37,12,867
68371,37,12,302
68372,37,12,198
68373,37,12,215
68374,37,12,277
68375,37,12,277
68376,37,12,704
68377,37,12,753
68378,37,12,239
68379,37,12,215
68380,37,12,891
68381,37,12,645
68382,37,12,328
68383,37,12,1826
68384,37,12,205
68385,37,12,239
68386,37,12,362
68387,37,12,1956
68388,37,12,372
68389,37,12,415
68390,37,12,1075
68391,37,12,5039
68392,37,12,163
68393,37,12,163
68394,37,12,102
68395,37,12,144
68396,37,12,514
68397,37,12,444
68398,37,12,259
68399,37,12,147
68400,37,12,328
68401,37,12,329
68402,37,12,227
68403,37,12,290
68404,37,12,187
68405,37,12,253
68406,37,12,1454
68407,37,12,376
68408,37,12,2010
68409,37,12,175
68410,37,12,103
68411,37,12,1052
68412,37,12,84
68413,37,12,6641
68414,37,12,1017
68415,37,12,286
68416,37,12,342
68417,37,12,845
68418,37,12,2068
68419,37,12,261
68420,37,12,247
68421,37,12,808
68422,37,12,127
68423,37,12,654
68424,37,12,307
68425,37,12,230
68426,37,12,453
68427,37,12,386
68428,37,12,1410
68429,37,12,693
68430,37,12,554
68431,37,12,431
68432,37,12,167
68433,37,12,1570
68434,37,12,533
68435,37,12,879
68436,37,12,373
68437,37,12,183
68438,37,12,784
68439,37,12,688
68440,37,12,2741
68441,37,12,173
68442,37,12,1098
68443,37,12,1739
68444,37,12,314
68445,37,12,698
68446,37,12,605
68447,37,12,193
68448,37,12,1043
68449,37,12,483
68450,37,12,649
68451,37,12,1384
68452,37,12,938
68453,37,12,685
68454,37,12,155
68455,37,12,430
68456,37,12,1466
68457,37,12,3319
68458,37,12,231
68459,37,12,170
68460,37,12,695
68461,37,12,348
68462,37,12,403
68463,37,12,1396
68464,37,12,79
68465,37,12,604
68466,37,12,1181
68467,37,12,1481
68468,37,12,519
68469,37,12,560
68470,37,12,446
68471,37,12,2546
68472,37,12,238
68473,37,12,365
68474,37,12,220
68475,37,12,156
68476,37,12,690
68477,37,12,2093
68478,37,12,319
68479,37,12,801
68480,37,12,1169
68481,37,12,752
68482,37,12,12
68483,37,12,384
68484,37,12,2483
68485,37,12,230
68486,37,12,466
68487,37,12,455
68488,37,12,264
68489,37,12,2246
68490,37,12,201
68491,37,12,478
68492,37,12,401
68493,37,12,3080
68494,37,12,1841
68495,37,12,903
68496,37,12,1167
68497,37,12,5879
68498,37,12,251
68499,37,12,2524
68500,37,12,1470
68501,37,12,237
68502,37,12,569
68503,37,12,610
68504,37,12,814
68505,37,12,265
68506,37,12,8267
68507,37,12,1445
68508,37,12,679
68509,37,12,1376
68510,37,12,1078
68511,37,12,1085
68512,37,12,136
68513,37,12,1245
68514,37,12,251
68515,37,12,86
68516,37,12,555
68517,37,12,959
68518,37,12,919
68519,37,12,1160
68520,37,12,211
68521,37,12,440
68522,37,12,144
68523,37,12,251
68524,37,12,528
68525,37,12,1606
68526,37,12,267
68527,37,12,731
68528,37,12,1011
68529,37,12,3803
68530,37,12,1920
68531,37,12,1483
68532,37,12,968
68533,37,12,13719
68534,37,12,2107
68535,37,12,720
68536,37,12,650
68537,37,12,16924
68538,37,12,1388
68539,37,12,153
68540,37,12,74790
68541,37,12,19472
68542,37,12,4670
68543,37,12,1847
68544,37,12,801
68545,37,12,1762
68546,37,12,1055
68547,37,12,2714
68548,37,12,503
68549,37,12,320
68550,37,12,405
68551,37,12,558
68552,37,12,109
68553,37,12,434
68554,37,12,103
68555,37,12,1121
68556,37,12,132
68557,37,12,174
68558,37,12,1157
68559,37,12,333
68560,37,12,218
68561,37,12,321
68562,37,12,655
68563,37,12,1011
68564,37,12,493
68565,37,12,713
68566,37,12,1816
68567,37,12,672
68568,37,12,2630
68569,37,12,1288
68570,37,12,963
68571,37,12,178
68572,37,12,1532
68573,37,12,473
68574,37,12,1063
68575,37,12,1297
68576,37,12,473
68577,37,12,1227
68578,37,12,643
68579,37,12,4085
68580,37,12,504
68581,37,12,2813
68582,37,12,150
68583,37,12,933
68584,37,12,675
68585,37,12,511
68586,37,12,660
68587,37,12,1747
68588,37,12,219
68589,37,12,352
68590,37,12,348
68591,37,12,3935
68592,37,12,376
68593,37,12,1200
68594,37,12,581
68595,37,12,317
68596,37,12,321
68597,37,12,2802
68598,37,12,586
68599,37,12,2550
68600,37,12,798
68601,37,12,580
68602,37,12,999
68603,37,12,1061
68604,37,12,294
68605,37,12,952
68606,37,12,424
68607,37,12,251
68608,37,12,328
68609,37,12,2050
68610,37,12,348
68611,37,12,399
68612,37,12,755
68613,37,12,483
68614,37,12,6198
68615,37,12,339
68616,37,12,2966
68617,37,12,385
68618,37,12,178
68619,37,12,1874
68620,37,12,416
68621,37,12,306
68622,37,12,109
68623,37,12,717
68624,37,12,175
68625,37,12,448
68626,37,12,543
68627,37,12,2152
68628,37,12,1660
68629,37,12,2880
68630,37,12,792
68631,37,12,1503
68632,37,12,332
68633,37,12,1077
68634,37,12,1083
68635,37,12,610
68636,37,12,601
68637,37,12,322
68638,37,12,931
68639,37,12,1084
68640,37,12,379
68641,37,12,553
68642,37,12,1881
68643,37,12,334
68644,37,12,486
68645,37,12,2758
68646,37,12,384
68647,37,12,1222
68648,37,12,506
68649,37,12,1113
68650,37,12,671
68651,37,12,874
68652,37,12,398
68653,37,12,597
68654,37,12,732
68655,37,12,1973
68656,37,12,1237
68657,37,12,2764
68658,37,12,1622
68659,37,12,222
68660,37,12,182
68661,37,12,1006
68662,37,12,2956
68663,37,12,460
68664,37,12,225
68665,37,12,1196
68666,37,12,455
68667,37,12,205
68668,37,12,3345
68669,37,12,83
68670,37,12,647
68671,37,12,131
68672,37,12,19
68673,37,12,205
68674,37,12,270
68675,37,12,245
68676,37,12,226
68677,37,12,1086
68678,37,12,544
68679,37,12,408
68680,37,12,619
68681,37,12,2552
68682,37,12,11294
68683,37,12,1787
68684,37,12,2163
68685,37,12,6817
68686,37,12,324
68687,37,12,587
68688,37,12,4270
68689,37,12,4088
68690,37,12,80511
68691,37,12,13660
68692,37,12,1979
68693,37,12,833
68694,37,12,2618
68695,37,12,319
68696,37,12,3123
68697,37,12,589
68698,37,12,4754
68699,37,12,311
68700,37,12,1009
68701,37,12,878
68702,37,12,927
68703,37,12,370
68704,37,12,669
68705,37,12,285
68706,37,12,983
68707,37,12,86
68708,37,12,123
68709,37,12,91
68710,37,12,431
68711,37,12,323
68712,37,12,2074
68713,38,12,1150
68714,38,12,105
68715,38,12,39
68716,38,12,268
68717,38,12,148
68718,38,12,3917
68719,38,12,350
68720,38,12,502
68721,38,12,3588
68722,38,12,3259
68723,38,12,391
68724,38,12,1570
68725,38,12,1341
68726,38,12,12385
68727,38,12,1641
68728,38,12,4843
68729,38,12,2066
68730,38,12,2948
68731,38,12,2936
68732,38,12,2505
68733,38,12,1376
68734,38,12,73
68735,38,12,1119
68736,38,12,703
68737,38,12,1981
68738,38,12,1137
68739,38,12,422
68740,38,12,589
68741,38,12,487
68742,38,12,889
68743,38,12,835
68744,38,12,3999
68745,38,12,986
68746,38,12,960
68747,38,12,2059
68748,38,12,162
68749,38,12,145
68750,38,12,3044
68751,38,12,1987
68752,38,12,449
68753,38,12,673
68754,38,12,13073
68755,38,12,4426
68756,38,12,616
68757,38,12,2962
68758,38,12,149
68759,38,12,318
68760,38,12,1497
68761,38,12,466
68762,38,12,248
68763,38,12,458
68764,38,12,713
68765,38,12,664
68766,38,12,957
68767,38,12,569
68768,38,12,5785
68769,38,12,1814
68770,38,12,557
68771,38,12,2541
68772,38,12,1708
68773,38,12,30
68774,38,12,154
68775,38,12,170
68776,38,12,28
68777,38,12,1358
68778,38,12,29
68779,38,12,31
68780,38,12,140
68781,38,12,356
68782,38,12,875
68783,38,12,125
68784,38,12,12
68785,38,12,8
68786,38,12,18
68787,38,12,18
68788,38,12,13
68789,38,12,9
68790,38,12,10
68791,38,12,105
68792,38,12,21
68793,38,12,3835
68794,38,12,1881
68795,38,12,215
68796,38,12,3349
68797,38,12,4298
68798,38,12,11135
68799,38,12,2926
68800,38,12,15
68801,38,12,165
68802,38,12,997
68803,38,12,3821
68804,38,12,0
68805,38,12,7
68806,38,12,736
68807,38,12,9738
68808,38,12,15
68809,38,12,5308
68810,38,12,7159
68811,38,12,7351
68812,38,12,5699
68813,38,12,13
68814,38,12,1153
68815,38,12,125
68816,38,12,8
68817,38,12,408
68818,38,12,37
68819,38,12,242
68820,38,12,1124
68821,38,12,199
68822,38,12,13658
68823,38,12,1689
68824,38,12,1890
68825,38,12,261
68826,38,12,280
68827,38,12,371
68828,38,12,215
68829,38,12,781
68830,38,12,644
68831,38,12,10429
68832,38,12,2737
68833,38,12,1399
68834,38,12,5367
68835,38,12,3753
68836,38,12,6256
68837,38,12,7361
68838,38,12,618
68839,38,12,4151
68840,38,12,696
68841,38,12,830
68842,38,12,2606
68843,38,12,640
68844,38,12,228
68845,38,12,89
68846,38,12,10
68847,38,12,58
68848,38,12,80
68849,38,12,9
68850,38,12,2224
68851,38,12,5690
68852,38,12,1004
68853,38,12,0
68854,38,12,622
68855,38,12,1902
68856,38,12,2278
68857,38,12,908
68858,38,12,725
68859,38,12,1392
68860,38,12,253
68861,38,12,42703
68862,38,12,1809
68863,38,12,8617
68864,38,12,2800
68865,38,12,7573
68866,38,12,60
68867,38,12,2627
68868,38,12,11574
68869,38,12,228
68870,38,12,10056
68871,38,12,6474
68872,38,12,12665
